protocol,num_tcp_conn,seq_num,Sprint_throughput_mbps,TMobile_throughput_mbps,Verizon_throughput_mbps
0,8,0,0.0,0.31573806088443784,0.09875704291850985
0,8,1,0.02733936469100818,0.3131330271182485,0.09119618239693121
0,8,2,0.04241004560752048,0.22774284478367152,0.1168468154229031
0,8,3,0.022874900252927072,0.3579160346474589,0.12235209154150536
0,8,4,0.034966442565341226,0.31283148399532895,0.13139393469224683
0,8,5,0.05951128833126295,0.31551074740955126,0.030688981401728557
0,8,6,0.0958427435597051,0.8162714234353196,0.04812936908708646
0,8,7,0.10483666005958883,1.0,0.049309428556837696
0,8,8,0.12347874593891811,0.9592723502387205,0.031211604380464584
0,8,9,0.11586483113539439,0.7610199011346463,0.06098354010394856
0,8,10,0.10273911897984522,0.8076562783104287,0.0369777478920257
0,8,11,0.13898783446674515,0.9291319115391291,0.03468444669807956
0,8,12,0.1415239933106047,0.6645400939704655,0.0
0,8,13,0.14236710436357103,0.6367732253422389,0.0
0,8,14,0.17284510055406535,0.4974125157352624,0.0
0,8,15,0.0669931604089847,0.4092786822885688,0.0
0,8,16,0.0831360053765707,0.14650228949847316,0.0
0,8,17,0.1491529158561383,0.16742722411472252,0.0
0,8,18,0.2058609514014922,0.3568826298829116,0.0
0,8,19,0.23380759051435218,0.4074126248267579,0.0
0,8,20,0.2033254787601648,0.29636388559242854,0.0
0,8,21,0.25666952086699923,0.23692823012803543,0.0
0,8,22,0.32863163711591153,0.1562860179801757,0.01575144089078609
0,8,23,0.3514868642673865,0.07043112959026182,0.07856129154045761
0,8,24,0.3760412633947939,0.10104042456512809,0.029834237211844902
0,8,25,0.4200767699679126,0.10699326288868587,0.031916232869458064
0,8,26,0.5030237511353441,0.3161183396084658,0.008265997226338747
0,8,27,0.6181797962785613,0.30028951934287074,0.03547222906736588
0,8,28,0.6717596580358804,0.2727318217995163,0.058291037587141055
0,8,29,0.6139097092799866,0.11256499244422814,0.08550245382646057
0,8,30,0.5474255675273187,0.2535244853490121,0.16189329919634013
0,8,31,0.5298764522712119,0.17951906777048285,0.306304490990079
0,8,32,0.4019807514414923,0.38045872499551775,0.3948086045276577
0,8,33,0.4640705881750381,0.36800972526966935,0.7374728749449437
0,8,34,0.3206886454169839,0.0,1.0
0,8,41,0.26711317262894724,0.0,0.09149934952539884
0,8,42,0.27179569292453776,2.4901319627647007e-06,0.06662302121412973
0,8,43,0.38675193295388105,1.9832122417733152e-05,0.07494796837210516
0,8,44,0.4130086875416303,1.757914587999366e-05,0.04997016094756987
0,8,45,0.401774247133688,0.0,0.13757830944290925
0,8,46,0.40454124767356775,0.0,0.26295058347258565
0,8,47,0.3553790071882214,0.0,0.34464891763957184
0,8,48,0.4637976520316595,0.0,0.27541106134663396
0,8,49,0.41803485535388885,0.0,0.3003284839021196
0,8,50,0.4946898951712267,0.0,0.11095201040313325
0,8,51,0.5086590355592192,0.0,0.03330634908867622
0,8,52,0.5436389279747927,0.0,0.10827939616492747
0,8,53,0.46154971828315877,0.0,0.0959181411436171
0,8,54,0.43634794082568445,0.0,0.10460474498796402
0,8,55,0.38508574970037707,0.0,0.10897999950520446
0,8,56,0.5114028339784614,0.0,0.08800719062166827
0,8,57,0.511015498383564,0.0,0.10496976902695228
0,8,58,0.5151066390277959,0.0,0.10020298550100162
0,8,59,0.5631200118131422,0.0,0.11297236152272644
0,8,60,0.5684003668010781,0.0,0.12518574955013728
0,8,61,0.4769908728839605,0.0,0.14170076306302007
0,8,62,0.5777572919242535,0.0,0.10892251877628933
0,8,63,0.5085448734746374,0.0,0.11717830409887543
0,8,64,0.555394049132482,0.0,0.15514119214749977
0,8,65,0.46019293940496186,0.0,0.10914200226650327
0,8,66,0.49047462834375427,0.0,0.024992380189750127
0,8,67,0.4816468544317189,0.0,0.2080018560374385
0,8,68,0.43417303879074903,0.0,0.2863553533069159
0,8,69,0.3821507530947866,0.0,0.28321625921497284
0,8,70,0.40199858375919695,0.0,0.28773061267642863
0,8,71,0.07976427551627968,0.0,0.3493087625059923
0,8,72,0.20544481389876448,0.0,0.3679920418364101
0,8,73,0.3990335125591026,0.0,0.3458184516071809
0,8,74,0.3472072748474895,0.0,0.36019833169534066
0,8,75,0.5037236306061359,0.0,0.3796129200865138
0,8,76,0.48749962267876806,0.0,0.38425225031642074
0,8,77,0.5413924655827379,0.0,0.39225970070458693
0,8,78,0.48845608447822536,0.0,0.37965011807430066
0,8,79,0.5232138859195516,0.0,0.41384283900543034
0,8,80,0.5771313432855072,0.0,0.4513880494242113
0,8,81,0.577283393154202,0.0,0.5036087464087585
0,8,82,0.5957231193459104,0.0,0.44156229082728704
0,8,83,0.7040628424064409,0.0,0.5992169524901402
0,8,84,0.7158726745590995,0.0,0.06534675726442155
0,8,85,0.8461056206113896,0.0,0.10824177689194976
0,8,86,0.9297103115407618,0.0,0.0747491691769811
0,8,87,0.9119552958726815,0.0,0.0
0,8,88,0.9219387465166625,0.0,0.06661589839634934
0,8,89,0.8918571110143503,0.0,0.06655965667363536
0,8,90,0.9459387159146764,0.0,0.05823132841511963
0,8,91,0.9099004644073024,0.0,0.058216119439530846
0,8,92,0.7838671299241399,0.0,0.058237271319705
0,8,93,0.9279091179864833,0.0,0.04156325210430963
0,8,94,0.9459319947862831,0.0,0.14147866543308915
0,8,95,0.9458775338980422,0.0,0.09131292963539553
0,8,96,0.89189081534663,0.0,0.008328693775126374
0,8,97,0.9098948853548492,0.0,0.19153100088146802
0,8,98,0.873917799580508,0.0,0.3161273773407081
0,8,99,0.9639070784047045,0.0,0.3745708164931083
0,8,100,0.8198272733621472,0.0,0.34143924494465716
0,8,101,0.9279559768513663,0.0,0.38255416305590495
0,8,102,0.7479068142753074,0.0,0.3578354502711768
0,8,103,0.7478959263893052,0.0,0.21631636607941088
0,8,104,0.5858820329861876,0.0,0.08320254189681357
0,8,105,0.6038887636181858,0.0,0.08322126985428102
0,8,106,0.639914207866651,0.0,0.08321202385559939
0,8,107,0.6218796673999174,0.0,0.08321030330558683
0,8,108,0.6578853954170167,0.0,0.04161050924697917
0,8,109,0.6939271398315998,0.0,0.04994132579681628
0,8,110,0.729880604128045,0.0,0.1165879522152227
0,8,111,0.6218843021227045,0.0,0.09141096966605233
0,8,112,0.675895198877118,0.0,0.09973489449809102
0,8,113,0.6219127298728632,0.0,0.1081965377092704
0,8,114,0.6759239879614952,0.0,0.08321418636219781
0,8,115,0.6398568868610238,0.0,0.08321220240693308
0,8,116,0.621863600874207,0.0,0.09160552635668756
0,8,117,0.78390594631053,0.0,0.05816209982372334
0,8,118,0.7119311071922887,0.0,0.07488758817779631
0,8,119,0.9099049276971509,0.0,0.0748837673751937
0,8,120,0.8378943638378067,0.0,0.09133959775607647
0,8,121,0.9278786394480995,0.0,0.09141343251438301
0,8,122,0.7298647434246183,0.0,0.02498225707470351
0,8,123,1.0000000000000002,0.0,0.01658987493810373
0,8,124,0.9099060435262638,0.0,0.02498463369092457
0,8,125,0.9098469082490322,0.0,0.04989843965763229
