protocol,carrier,num_tcp_conn,server_location,run_num,seq_num,throughput_mbps
0,0,1,0,2,33,0.005088294725561672
0,0,1,0,2,34,0.005087189720516315
0,0,1,0,2,35,0.010180160002004043
0,0,1,0,2,36,0.0
0,0,1,0,2,37,0.005086153077641443
0,0,1,0,2,38,0.005089536154277889
0,0,1,0,2,39,0.005088573781880903
0,0,1,0,2,40,0.005087184869741248
0,0,1,0,2,41,0.0050871230231699675
0,0,1,0,2,42,0.00508812124075827
0,0,1,0,2,43,0.005088793408593866
0,0,1,0,2,44,0.005086619817753721
0,0,1,0,2,45,0.005089719446774181
0,0,1,0,2,46,0.005087979307445242
0,0,1,0,2,47,0.005085160478985717
0,0,1,0,2,48,0.005088426970175687
0,0,1,0,2,49,0.010183502228638295
