protocol,num_tcp_conn,seq_num,Sprint_throughput_mbps,TMobile_throughput_mbps,Verizon_throughput_mbps
0,8,0,0.030455713439812692,0.4000849390055375,0.03214738020380089
0,8,1,0.10572793545863322,0.24002462967647634,0.0494842470510235
0,8,2,0.18837916096784094,0.2438822834977655,0.08575010239180265
0,8,3,0.21536506511031078,0.5776100957079012,0.11344472943557929
0,8,4,0.37688738474075417,0.7506472756275123,0.11731230242451599
0,8,5,0.3986029329625802,0.5914944170390983,0.023503226549788137
0,8,6,0.31169725438874263,0.54084951302808,0.015196794315677666
0,8,7,0.36742354238035646,0.5234056588526296,0.03394368761971492
0,8,8,0.31394278839786915,0.4185918043960987,0.005954801494745602
0,8,9,0.25576337465793897,0.42860520842117117,0.04019599299909609
0,8,10,0.16848185615237904,0.347200965511426,0.006246944568132735
0,8,11,0.11623007755924214,0.28542404502909186,0.019069991017716222
0,8,12,0.34266505715944384,0.312834573600922,0.0
0,8,13,0.35868417076430925,0.2684078723613571,0.011916560769623535
0,8,14,0.41937118435796283,0.247673532057228,0.030680789182690134
0,8,15,0.3776126096291763,0.13959484006521067,0.03959780614746629
0,8,16,0.31433016833132144,0.08934002304859882,0.03185493748686406
0,8,17,0.37951688298165065,0.13411649380217558,0.03424716314499551
0,8,18,0.40983760233803185,0.07256680931500689,0.03156101226518875
0,8,19,0.3860848381864764,0.04749372839193861,0.015480118166647888
0,8,20,0.4628691689779517,0.10411536948028222,0.021143114196629724
0,8,21,0.5110524141361871,0.09204735503274587,0.020842138157873193
0,8,22,0.5374784041442325,0.045621468926553686,0.009522503850511677
0,8,23,0.5875595032676102,0.041858504089720895,0.011916941707577323
0,8,24,0.6744449979468781,0.06051847050060433,0.012497735371893186
0,8,25,0.7483759551927625,0.09351828428479073,0.021140941465977673
0,8,26,0.6798222343882422,0.16674220704387668,0.027109386774233683
0,8,27,0.7034428339754514,0.17172839896562386,0.02143670786043559
0,8,28,0.7237354084504211,0.08237124757568093,0.03067013794450286
0,8,29,0.726549986024585,0.1255963297917194,0.033050007169014815
0,8,30,0.7142651252462995,0.06632743767040504,0.04227731662310824
0,8,31,0.6920798420339425,0.0,0.0524048269223423
