protocol,num_tcp_conn,seq_num,anonymized_mCid,radio_type,throughput_mbps,nrStatus,primitive_handoff_type
0,8,539,3,0,0.16457023060796647,1,3
0,8,540,3,0,0.1320754716981132,1,3
0,8,541,3,0,0.16457023060796647,1,3
0,8,542,3,0,0.15408805031446543,1,3
0,8,543,3,0,0.1320754716981132,1,3
0,8,544,3,0,0.16457023060796647,1,3
0,8,545,3,0,0.15408805031446543,1,3
0,8,546,3,0,0.1320754716981132,1,3
0,8,547,3,0,0.18658280922431866,1,3
0,8,548,3,0,0.1320754716981132,1,3
0,8,549,3,0,0.17610062893081763,1,3
0,8,550,3,0,0.14255765199161427,1,3
0,8,551,3,0,0.15408805031446543,1,3
0,8,552,3,0,0.15408805031446543,1,3
0,8,553,3,0,0.14255765199161427,1,3
0,8,554,3,0,0.15408805031446543,1,3
0,8,555,3,0,0.15408805031446543,1,3
0,8,556,3,0,0.15408805031446543,1,3
0,8,557,3,0,0.16457023060796647,1,3
0,8,558,3,0,0.14255765199161427,1,3
0,8,559,3,0,0.15408805031446543,1,3
0,8,560,3,0,0.17610062893081763,1,3
0,8,561,3,0,0.16457023060796647,1,3
0,8,562,3,0,0.19811320754716982,1,3
0,8,563,3,0,0.17610062893081763,1,3
0,8,564,3,0,0.15408805031446543,1,3
0,8,565,3,0,0.18658280922431866,1,3
0,8,566,3,0,0.17610062893081763,1,3
0,8,567,3,0,0.17610062893081763,1,3
0,8,568,3,0,0.16457023060796647,1,3
0,8,569,3,0,0.18658280922431866,1,3
0,8,570,3,0,0.18658280922431866,1,3
0,8,571,3,0,0.15408805031446543,1,3
0,8,572,3,0,0.17610062893081763,1,3
0,8,573,3,0,0.22012578616352202,1,3
0,8,574,3,0,0.14255765199161427,1,3
0,8,575,3,0,0.17610062893081763,1,3
0,8,576,3,0,0.15408805031446543,1,3
0,8,577,3,0,0.19811320754716982,1,3
0,8,578,3,0,0.16457023060796647,1,3
0,8,579,3,0,0.16457023060796647,1,3
0,8,580,3,0,0.18658280922431866,1,3
0,8,581,3,0,0.16457023060796647,1,3
0,8,582,3,0,0.16457023060796647,1,3
0,8,583,3,0,0.19811320754716982,1,3
0,8,584,3,0,0.19811320754716982,1,3
0,8,585,3,0,0.15408805031446543,1,3
0,8,586,3,0,0.16457023060796647,1,3
0,8,587,3,0,0.16457023060796647,1,3
0,8,588,3,0,0.19811320754716982,1,3
0,8,589,3,0,0.14255765199161427,1,3
0,8,590,3,0,0.22012578616352202,1,3
0,8,591,3,0,0.15408805031446543,1,3
0,8,592,3,0,0.17610062893081763,1,3
0,8,593,3,0,0.15408805031446543,1,3
0,8,594,3,0,0.20859538784067086,1,3
0,8,595,3,0,0.1320754716981132,1,3
0,8,596,3,0,0.22012578616352202,1,3
0,8,597,3,0,0.14255765199161427,1,3
0,8,598,3,0,0.17610062893081763,1,3
