rtt_ms,carrier,server_location
0.10141206675224648,0,0
0.08729139922978177,0,0
0.10077021822849805,0,0
0.05519897304236199,0,0
0.08023106546854944,0,0
0.08921694480102699,0,0
0.03722721437740695,0,0
0.07702182284980746,0,0
0.09691912708600767,0,0
0.046854942233632874,0,0
0.0853658536585366,0,0
0.06675224646983313,0,0
0.07188703465982027,0,0
0.03915275994865214,0,0
0.1123234916559692,0,0
0.0853658536585366,0,0
0.12451861360718872,0,0
0.15532734274711166,0,0
0.08151476251604622,0,0
0.1527599486521181,0,0
0.07637997432605906,0,0
0.07252888318356868,0,0
0.16367137355584085,0,0
0.1315789473684211,0,0
0.14056482670089862,0,0
0.05198973042362001,0,0
0.03530166880616176,0,0
0.1232349165596919,0,0
0.09178433889602056,0,0
0.06611039794608473,0,0
0.12002567394094996,0,0
0.025032092426187452,0,0
0.0436456996148909,0,0
0.1283697047496791,0,0
0.09884467265725291,0,0
0.08793324775353017,0,0
0.13093709884467267,0,0
0.08023106546854944,0,0
0.13671373555840824,0,0
0.13735558408215662,0,0
0.05455712451861364,0,0
0.0,0,0
0.057124518613607206,0,0
0.10012836970474967,0,0
0.09499358151476253,0,0
0.10590500641848524,0,0
0.08857509627727858,0,0
0.07830551989730422,0,0
0.09563543003851091,0,0
0.08664955070603339,0,0
0.10205391527599486,0,0
0.1489088575096277,0,0
0.12451861360718872,0,0
0.11168164313222081,0,0
0.059691912708600775,0,0
0.00449293966623876,0,0
0.09820282413350448,0,0
0.10975609756097562,0,0
0.062259306803594344,0,0
0.08344030808729141,0,0
0.08729139922978177,0,0
0.10911424903722725,0,0
0.1540436456996149,0,0
0.09178433889602056,0,0
0.1617458279845956,0,0
0.05905006418485237,0,0
0.02759948652118102,0,0
0.11424903722721438,0,0
0.06418485237483956,0,0
0.1399229781771502,0,0
0.08087291399229782,0,0
0.07766367137355584,0,0
0.10077021822849805,0,0
0.1302952503209243,0,0
0.11810012836970477,0,0
0.08664955070603339,0,0
0.09178433889602056,0,0
0.15340179717586652,0,0
0.11874197689345314,0,0
0.11617458279845957,0,0
0.11489088575096276,0,0
0.1264441591784339,0,0
0.05455712451861364,0,0
0.07252888318356868,0,0
0.10783055198973043,0,0
0.06033376123234918,0,0
0.11810012836970477,0,0
0.11489088575096276,0,0
0.07445442875481384,0,0
0.05776636713735561,0,0
0.09242618741976896,0,0
0.15532734274711166,0,0
0.06418485237483956,0,0
0.08793324775353017,0,0
0.12965340179717585,0,0
0.08793324775353017,0,0
0.1155327342747112,0,0
0.1251604621309371,0,0
0.046854942233632874,0,0
0.13350449293966624,0,0
0.11874197689345314,0,0
0.12130937098844671,0,0
0.030808729139922997,0,0
0.04621309370988447,0,0
0.05391527599486523,0,0
0.11296534017971757,0,0
0.12259306803594353,0,0
0.07381258023106549,0,0
0.11424903722721438,0,0
0.09050064184852374,0,0
0.110397946084724,0,0
0.11103979460847238,0,0
0.11745827984595633,0,0
0.16302952503209242,0,0
0.110397946084724,0,0
0.10205391527599486,0,0
0.12066752246469833,0,0
0.0975609756097561,0,0
0.10012836970474967,0,0
0.053273427471116824,0,0
0.358793324775353,0,1
0.3928112965340179,0,1
0.36007702182284973,0,1
0.3709884467265725,0,1
0.38189987163029526,0,1
0.39088575096277267,0,1
0.3196405648267009,0,1
0.4801026957637997,0,1
0.42682926829268286,0,1
0.3966623876765083,0,1
0.38575096277278553,0,1
0.3292682926829268,0,1
0.3844672657252888,0,1
0.441591784338896,0,1
0.41399229781771496,0,1
0.3870346598202824,0,1
0.30487804878048785,0,1
0.36521181001283687,0,1
0.37933247753530164,0,1
0.3087291399229781,0,1
0.3709884467265725,0,1
0.36649550706033374,0,1
0.46919127086007695,0,1
0.3876765083440308,0,1
0.4088575096277278,0,1
0.358793324775353,0,1
0.32798459563543003,0,1
0.4165596919127085,0,1
0.45314505776636704,0,1
0.3966623876765083,0,1
0.4133504492939666,0,1
0.3870346598202824,0,1
0.3902439024390243,0,1
0.4679075738125802,0,1
0.3645699614890885,0,1
0.3806161745827984,0,1
0.3581514762516046,0,1
0.3748395378690629,0,1
0.3164313222079589,0,1
0.39216944801026954,0,1
0.3254172015404365,0,1
0.42105263157894735,0,1
0.3870346598202824,0,1
0.438382541720154,0,1
0.38896020539152754,0,1
0.45571245186136067,0,1
0.32734274711168165,0,1
0.43966623876765076,0,1
0.3973042362002567,0,1
0.4801026957637997,0,1
0.4621309370988447,0,1
0.36906290115532736,0,1
0.4704749679075738,0,1
0.38831835686777916,0,1
0.38510911424903715,0,1
0.42105263157894735,0,1
0.42682926829268286,0,1
0.4229781771501925,0,1
0.42682926829268286,0,1
0.4358151476251604,0,1
0.3870346598202824,0,1
0.383183568677792,0,1
0.40179717586649544,0,1
0.3940949935815147,0,1
0.36328626444159173,0,1
0.3973042362002567,0,1
0.44608472400513477,0,1
